"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Niveau","Qualitaet_Byte"
"TMK_MN004","402","18761125","-0.8","5","4"
"TMK_MN004","402","18761126","1.4","5","4"
"TMK_MN004","402","18761127","2.6","5","4"
"TMK_MN004","402","18761128","5.7","5","4"
"TMK_MN004","402","18761129","5.1","5","4"
"TMK_MN004","402","18761130","5.4","5","4"
"TMK_MN004","402","18761201","3.7","5","4"
"TMK_MN004","402","18761202","9.4","5","4"
"TMK_MN004","402","18761203","5.7","5","4"
"TMK_MN004","402","18761204","5.8","5","4"
"TMK_MN004","402","18761205","8.4","5","4"
"TMK_MN004","402","18761206","9.3","5","4"
"TMK_MN004","402","18761207","8.4","5","4"
"TMK_MN004","402","18761208","8.6","5","4"
"TMK_MN004","402","18761209","6.5","5","4"
"TMK_MN004","402","18761210","6","5","4"
"TMK_MN004","402","18761211","6.5","5","4"
"TMK_MN004","402","18761212","6.1","5","4"
"TMK_MN004","402","18761213","4.7","5","4"
"TMK_MN004","402","18761214","5.1","5","4"
"TMK_MN004","402","18761215","4","5","4"
"TMK_MN004","402","18761216","2.5","5","4"
"TMK_MN004","402","18761217","-0.2","5","4"
"TMK_MN004","402","18761218","-0.1","5","4"
"TMK_MN004","402","18761219","2.3","5","4"
"TMK_MN004","402","18761220","-2","5","4"
"TMK_MN004","402","18761221","-6.7","5","4"
"TMK_MN004","402","18761222","-8.9","5","4"
"TMK_MN004","402","18761223","-12.1","5","4"
"TMK_MN004","402","18761224","-15.9","5","4"
"TMK_MN004","402","18761225","-14","5","4"
"TMK_MN004","402","18761226","-14.2","5","4"
"TMK_MN004","402","18761227","-11.5","5","4"
"TMK_MN004","402","18761228","-0.4","5","4"
"TMK_MN004","402","18761229","4.9","5","4"
"TMK_MN004","402","18761230","6.2","5","4"
"TMK_MN004","402","18761231","6.8","5","4"
"TMK_MN004","402","18770101","9.1","5","4"
"TMK_MN004","402","18770102","5.8","5","4"
"TMK_MN004","402","18770103","2.3","5","4"
"TMK_MN004","402","18770104","6.2","5","4"
"TMK_MN004","402","18770105","6.2","5","4"
"TMK_MN004","402","18770106","6.3","5","4"
"TMK_MN004","402","18770107","5.5","5","4"
"TMK_MN004","402","18770108","8","5","4"
"TMK_MN004","402","18770109","11.3","5","4"
"TMK_MN004","402","18770110","6.5","5","4"
"TMK_MN004","402","18770111","1.3","5","4"
"TMK_MN004","402","18770112","0.5","5","4"
"TMK_MN004","402","18770113","0.3","5","4"
"TMK_MN004","402","18770114","1.5","5","4"
"TMK_MN004","402","18770115","2.1","5","4"
"TMK_MN004","402","18770116","4.6","5","4"
"TMK_MN004","402","18770117","2.5","5","4"
"TMK_MN004","402","18770118","0.7","5","4"
"TMK_MN004","402","18770119","1.1","5","4"
"TMK_MN004","402","18770120","5.3","5","4"
"TMK_MN004","402","18770121","2.8","5","4"
"TMK_MN004","402","18770122","2.1","5","4"
"TMK_MN004","402","18770123","2.6","5","4"
"TMK_MN004","402","18770124","1","5","4"
"TMK_MN004","402","18770125","-1","5","4"
"TMK_MN004","402","18770126","-3.6","5","4"
"TMK_MN004","402","18770127","-4.5","5","4"
"TMK_MN004","402","18770128","0.9","5","4"
"TMK_MN004","402","18770129","3.7","5","4"
"TMK_MN004","402","18770130","3.8","5","4"
"TMK_MN004","402","18770131","2.4","5","4"
"TMK_MN004","402","18770201","1","5","4"
"TMK_MN004","402","18770202","0.7","5","4"
"TMK_MN004","402","18770203","0.5","5","4"
"TMK_MN004","402","18770204","2.7","5","4"
"TMK_MN004","402","18770205","3.3","5","4"
"TMK_MN004","402","18770206","4.8","5","4"
"TMK_MN004","402","18770207","7.4","5","4"
"TMK_MN004","402","18770208","6.1","5","4"
"TMK_MN004","402","18770209","5.3","5","4"
"TMK_MN004","402","18770210","4.4","5","4"
"TMK_MN004","402","18770211","3.5","5","4"
"TMK_MN004","402","18770212","2.1","5","4"
"TMK_MN004","402","18770213","-0.6","5","4"
"TMK_MN004","402","18770214","-1.8","5","4"
"TMK_MN004","402","18770215","3.7","5","4"
"TMK_MN004","402","18770216","6.6","5","4"
"TMK_MN004","402","18770217","6.1","5","4"
"TMK_MN004","402","18770218","4.1","5","4"
"TMK_MN004","402","18770219","6.5","5","4"
"TMK_MN004","402","18770220","5.6","5","4"
"TMK_MN004","402","18770221","5.2","5","4"
"TMK_MN004","402","18770222","2.7","5","4"
"TMK_MN004","402","18770223","2.3","5","4"
"TMK_MN004","402","18770224","1.9","5","4"
"TMK_MN004","402","18770225","5.4","5","4"
